Date,Name,Salaries,Team,Position,Opponent,Unnamed: 6,Projected Minutes,DvP,DvPRank,O/U,Line,Total,Movement,Ceiling,Floor,Projection,Pts/$/K,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS,FD_PTS
2019-02-21,Kevin Durant,10200,GSW,SF,SAC,,34.0,30.88,18,238.5,-900,125.5,0.25,70.31,24.48,47.35,4.64,W,37,10,20,0.5,1,5,0.2,7,7,1.0,1,8,9,4,1,7,3,4,28,7,65.8
2019-02-21,Al Horford,8000,BOS,C,@ MIL,,31.0,31.05,15,227.0,210,110.75, ,54.04,16.92,33.05,4.13,L,37,8,21,0.381,2,6,0.333,3,4,0.75,7,10,17,5,2,3,0,3,21,12,63.9
2019-02-21,Giannis Antetokounmpo,12400,MIL,SF,BOS,,34.0,22.99,1,227.0,-250,116.25, ,77.43,32.08,55.31,4.46,W,37,11,19,0.579,1,2,0.5,7,10,0.7,2,11,13,6,1,2,4,2,30,-10,59.6
2019-02-21,Stephen Curry,9500,GSW,PG,SAC,,33.0,35.81,9,238.5,-900,125.5,0.25,79.16,18.76,46.43,4.89,W,36,12,23,0.522,10,16,0.625,2,2,1.0,0,6,6,7,2,0,3,1,36,6,56.7
2019-02-21,LeBron James,11700,LAL,SF,HOU,,35.0,30.6,17,233.0,130,115.0, ,73.64,30.09,52.6,4.5,W,40,11,23,0.478,0,4,0.0,7,10,0.7,4,8,12,6,1,1,4,1,29,6,54.4
2019-02-21,Chris Paul,7800,HOU,PG,@ LAL,,33.0,40.12,20,233.0,-150,118.0,0.5,55.94,16.9,37.9,4.86,L,34,9,15,0.6,3,5,0.6,2,2,1.0,1,9,10,9,1,1,1,6,23,6,53.5
2019-02-21,Jusuf Nurkic,8100,POR,C,@ BKN,,29.0,30.82,11,231.0,-143,116.75,116.75,65.6,19.25,41.31,5.1,W,28,10,15,0.667,0,1,0.0,7,8,0.875,3,9,12,1,0,3,5,4,27,17,46.9
2019-02-21,Marvin Bagley III,5700,SAC,PF,@ GSW,,24.0,30.01,13,238.5,650,113.0,-0.75,36.29,20.53,25.92,4.55,L,34,8,19,0.421,1,2,0.5,11,14,0.7859999999999999,6,8,14,0,1,0,2,2,28,4,45.8
2019-02-21,James Harden,12600,HOU,SG,@ LAL,,37.0,40.12,20,233.0,-150,118.0,0.5,83.27,41.58,59.48,4.72,L,37,11,24,0.458,2,10,0.2,6,7,0.857,0,6,6,6,1,1,8,6,30,-8,44.2
2019-02-21,De'Aaron Fox,7000,SAC,PG,@ GSW,,32.0,38.01,16,238.5,650,113.0,-0.75,53.65,16.54,33.68,4.81,L,32,6,14,0.429,2,4,0.5,4,6,0.667,0,3,3,8,3,1,2,3,18,3,43.6
2019-02-21,Kelly Oubre,6900,PHO,SF,@ CLE,,32.0,25.84,19,221.0,-100,110.0,1.75,55.3,8.65,30.67,4.44,L,41,8,16,0.5,4,9,0.444,3,4,0.75,0,4,4,1,3,2,1,3,23,-8,43.3
2019-02-21,Kyrie Irving,9600,BOS,PG,@ MIL,,34.0,34.96,6,227.0,210,110.75, ,59.14,17.32,42.24,4.4,L,41,9,27,0.333,4,8,0.5,0,0,,1,0,1,5,2,2,0,2,22,5,42.7
2019-02-21,Brandon Ingram,6200,LAL,SF,HOU,,34.0,23.21,2,233.0,130,115.0, ,42.77,12.8,28.96,4.67,W,41,8,17,0.471,0,3,0.0,11,14,0.7859999999999999,2,11,13,1,0,0,3,3,27,8,41.1
2019-02-21,C.J. McCollum,6400,POR,SG,@ BKN,,34.0,25.96,17,231.0,-143,116.75,116.75,51.35,17.27,31.52,4.93,W,31,9,19,0.474,1,6,0.16699999999999998,2,2,1.0,2,4,6,5,0,2,1,5,21,12,40.7
2019-02-21,Tobias Harris,7100,PHI,PF,MIA,,35.0,28.81,7,220.0,-250,112.75,-0.5,56.56,16.08,35.57,5.01,W,36,8,15,0.5329999999999999,3,7,0.429,4,6,0.667,1,10,11,1,0,1,1,2,23,19,39.7
2019-02-21,Damian Lillard,10100,POR,PG,@ BKN,,35.0,39.62,19,231.0,-143,116.75,116.75,76.46,23.1,46.2,4.57,W,36,5,21,0.238,2,9,0.222,1,1,1.0,4,4,8,8,2,0,1,2,13,30,39.6
2019-02-21,Ben Simmons,8700,PHI,PG,MIA,,35.0,22.44,19,220.0,-250,112.75,-0.5,62.12,25.62,42.84,4.92,W,38,9,19,0.474,0,0,,3,7,0.429,2,5,7,4,1,1,2,1,21,-3,39.4
2019-02-21,Jayson Tatum,7000,BOS,PF,@ MIL,,32.0,26.99,3,227.0,210,110.75, ,45.13,12.53,30.87,4.41,L,34,7,13,0.5379999999999999,1,2,0.5,2,2,1.0,1,9,10,1,2,1,1,1,17,7,38.5
2019-02-21,Ante Zizic,4000,CLE,C,PHO,,21.0,33.02,22,221.0,-114,111.0,1.75,30.73,7.82,18.48,4.62,W,26,7,9,0.778,0,0,,1,2,0.5,4,8,12,1,1,2,2,3,15,3,37.9
2019-02-21,Larry Nance,7500,CLE,PF,PHO,,28.0,33.99,25,221.0,-114,111.0,1.75,63.59,3.98,31.81,4.24,W,29,7,9,0.778,0,1,0.0,0,2,0.0,2,5,7,3,4,0,2,5,14,11,36.9
